Time,IP1,Port1,IP2,Port2,Proto,1->2Bytes,2->1Bytes,1->2Pkts,2->1Pkts,packet_times,packet_sizes,packet_dirs
1606185605,137.110.0.70,443,192.168.1.204,62835,17,523,586,4,5,1606185605116;1606185605119;1606185605150;1606185605151;1606185605210;1606185605210;1606185605210;1606185605369;1606185605400;,118;118;118;118;149;118;106;126;138;,2;2;1;2;1;1;2;2;1;
1606185608,192.168.1.245,5353,224.0.0.251,5353,17,140,0,1,0,1606185608988;,140;,1;
1606185608,FE80::180B:42ED:197B:75E5,5353,FF02::FB,5353,17,160,0,1,0,1606185608988;,160;,1;
1606185609,137.110.0.70,443,192.168.1.204,62835,17,138,126,1,1,1606185609260;1606185609319;,126;138;,2;1;
1606185609,192.168.1.245,5353,224.0.0.251,5353,17,140,0,1,0,1606185609909;,140;,1;
1606185609,FE80::180B:42ED:197B:75E5,5353,FF02::FB,5353,17,160,0,1,0,1606185609909;,160;,1;
1606185610,137.110.0.70,443,192.168.1.204,62835,17,478,600,3,4,1606185610279;1606185610338;1606185610339;1606185610530;1606185610572;1606185610597;1606185610598;,174;174;118;170;138;166;138;,2;1;2;2;1;1;2;
1606185612,192.168.1.245,5353,224.0.0.251,5353,17,140,0,1,0,1606185612879;,140;,1;
1606185612,FE80::180B:42ED:197B:75E5,5353,FF02::FB,5353,17,160,0,1,0,1606185612879;,160;,1;
1606185612,137.110.0.70,443,192.168.1.204,63271,6,0,89,0,1,1606185612986;,89;,2;
1606185613,137.110.0.70,443,192.168.1.204,63271,6,52,0,1,0,1606185613013;,52;,1;
