Time,IP1,Port1,IP2,Port2,Proto,1->2Bytes,2->1Bytes,1->2Pkts,2->1Pkts,packet_times,packet_sizes,packet_dirs
1605588660,192.168.1.204,65349,137.110.0.70,443,17,292,174,2,1,1605588660812;1605588660872;1605588660873;,174;174;118;,1;2;1;
1605588661,192.168.1.204,65349,137.110.0.70,443,17,252,402,2,1,1605588661404;1605588661405;1605588661503;,126;126;402;,1;1;2;
1605588663,192.168.1.204,65349,137.110.0.70,443,17,891,118,2,1,1605588663933;1605588663934;1605588663999;,674;217;118;,1;1;2;
1605588664,192.168.1.204,65349,137.110.0.70,443,17,472,2977,4,3,1605588664001;1605588664001;1605588664001;1605588664001;1605588664001;1605588664003;1605588664003;,1366;1366;118;118;118;245;118;,2;2;1;1;1;2;1;
1605588668,192.168.1.202,5353,224.0.0.251,5353,17,541,0,2,0,1605588668833;1605588668833;,140;401;,1;1;
1605588668,FE80::14C3:1D88:1F63:D8C,5353,FF02::FB,5353,17,581,0,2,0,1605588668833;1605588668834;,160;421;,1;1;
1605588669,FE80::1426:49D1:A19:2407,5353,FF02::FB,5353,17,84,0,1,0,1605588669037;,84;,1;
1605588669,192.168.1.201,5353,224.0.0.251,5353,17,64,0,1,0,1605588669037;,64;,1;
1605588669,192.168.1.202,5353,224.0.0.251,5353,17,1472,0,5,0,1605588669242;1605588669549;1605588669754;1605588669959;1605588669959;,279;279;279;177;458;,1;1;1;1;1;
1605588669,FE80::14C3:1D88:1F63:D8C,5353,FF02::FB,5353,17,1572,0,5,0,1605588669242;1605588669549;1605588669754;1605588669959;1605588669961;,299;299;299;197;478;,1;1;1;1;1;
1605588669,192.168.1.202,0,224.0.0.251,0,2,32,0,1,0,1605588669550;,32;,1;
1605588669,192.168.1.192,57621,192.168.1.255,57621,17,72,0,1,0,1605588669856;,72;,1;
1605588670,192.168.1.202,5353,224.0.0.251,5353,17,763,0,2,0,1605588670164;1605588670881;,363;400;,1;1;
1605588670,FE80::14C3:1D88:1F63:D8C,5353,FF02::FB,5353,17,803,0,2,0,1605588670165;1605588670881;,383;420;,1;1;
1605588670,192.168.1.204,65349,137.110.0.70,443,17,7086,0,24,0,1605588670974;1605588670974;1605588670974;1605588670974;1605588670974;1605588670975;1605588670975;1605588670975;1605588670975;1605588670975;1605588670975;1605588670975;1605588670975;1605588670975;1605588670975;1605588670975;1605588670975;1605588670975;1605588670975;1605588670975;1605588670975;1605588670975;1605588670975;1605588670975;,674;126;126;106;174;174;174;106;126;217;773;130;130;130;130;130;130;130;773;773;142;118;797;797;,1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
