Time,IP1,Port1,IP2,Port2,Proto,1->2Bytes,2->1Bytes,1->2Pkts,2->1Pkts,packet_times,packet_sizes,packet_dirs
1605589267,192.168.1.204,65349,137.110.0.70,443,17,139,206,1,1,1605589267365;1605589267392;,139;206;,1;2;
1605589270,192.168.1.204,65349,137.110.0.70,443,17,292,174,2,1,1605589270684;1605589270741;1605589270742;,174;174;118;,1;2;1;
1605589272,192.168.1.204,65349,137.110.0.70,443,17,138,138,1,1,1605589272078;1605589272079;,138;138;,2;1;
1605589273,192.168.1.204,65349,137.110.0.70,443,17,106,118,1,1,1605589273646;1605589273676;,106;118;,1;2;
1605589274,192.168.1.204,65349,137.110.0.70,443,17,966,1078,7,7,1605589274639;1605589274639;1605589274639;1605589274639;1605589274639;1605589274640;1605589274640;1605589274641;1605589274641;1605589274641;1605589274641;1605589274641;1605589274666;1605589274672;,194;138;138;194;138;138;138;138;138;138;138;138;138;138;,2;2;2;2;2;1;1;1;1;1;1;1;2;2;
1605589275,192.168.1.204,65349,137.110.0.70,443,17,690,798,5,5,1605589275049;1605589275049;1605589275049;1605589275049;1605589275050;1605589275050;1605589275050;1605589275051;1605589275051;1605589275079;,190;194;138;138;138;138;138;138;138;138;,2;2;2;2;1;1;1;1;1;2;
1605589278,192.168.1.192,57621,192.168.1.255,57621,17,72,0,1,0,1605589278117;,72;,1;
1605589278,192.168.1.204,65349,137.110.0.70,443,17,106,118,1,1,1605589278658;1605589278700;,106;118;,1;2;
1605589279,192.168.1.204,65349,137.110.0.70,443,17,1363,2990,6,3,1605589279082;1605589279082;1605589279156;1605589279156;1605589279156;1605589279156;1605589279156;1605589279157;1605589279157;,674;217;1366;1366;258;118;118;118;118;,1;1;2;2;2;1;1;1;1;
1605589286,192.168.1.204,51535,137.110.0.70,443,6,89,52,1,1,1605589286212;1605589286239;,89;52;,1;2;
