Time,IP1,Port1,IP2,Port2,Proto,1->2Bytes,2->1Bytes,1->2Pkts,2->1Pkts,packet_times,packet_sizes,packet_dirs
1605589753,192.168.1.204,65349,137.110.0.70,443,17,0,276,0,2,1605589753363;1605589753363;,138;138;,2;2;
1605589754,192.168.1.204,65349,137.110.0.70,443,17,0,276,0,2,1605589754281;1605589754281;,138;138;,2;2;
1605589756,192.168.1.204,65349,137.110.0.70,443,17,0,276,0,2,1605589756226;1605589756226;,138;138;,2;2;
1605589756,192.168.1.192,57621,192.168.1.255,57621,17,72,0,1,0,1605589756633;,72;,1;
1605589758,192.168.1.204,65349,137.110.0.70,443,17,14288,20987,79,41,1605589758680;1605589758680;1605589758680;1605589758680;1605589758680;1605589758680;1605589758680;1605589758680;1605589758680;1605589758680;1605589758680;1605589758681;1605589758681;1605589758681;1605589758681;1605589758681;1605589758681;1605589758681;1605589758681;1605589758681;1605589758681;1605589758681;1605589758681;1605589758681;1605589758681;1605589758681;1605589758681;1605589758681;1605589758682;1605589758682;1605589758682;1605589758682;1605589758682;1605589758682;1605589758682;1605589758682;1605589758707;1605589758707;1605589758708;1605589758708;1605589758709;1605589758734;1605589758739;1605589758741;1605589758741;1605589758741;1605589758744;1605589758744;1605589758748;1605589758748;1605589758748;1605589758748;1605589758748;1605589758748;1605589758748;1605589758748;1605589758748;1605589758748;1605589758748;1605589758748;1605589758748;1605589758749;1605589758749;1605589758749;1605589758750;1605589758750;1605589758750;1605589758750;1605589758750;1605589758751;1605589758751;1605589758751;1605589758751;1605589758751;1605589758752;1605589758786;1605589758787;1605589758810;1605589758810;1605589758810;1605589758810;1605589758810;1605589758811;1605589758811;1605589758811;1605589758811;1605589758813;1605589758813;1605589758814;1605589758814;1605589758814;1605589758818;1605589758818;1605589758826;1605589758826;1605589758827;1605589758879;1605589758879;1605589758879;1605589758880;1605589758880;1605589758886;1605589758886;1605589758886;1605589758886;1605589758886;1605589758889;1605589758890;1605589758892;1605589758892;1605589758948;1605589758951;1605589758951;1605589758951;1605589758952;1605589758952;1605589758955;1605589758955;1605589758958;1605589758958;,674;147;147;147;106;217;773;130;130;130;130;130;130;130;130;130;130;130;130;130;130;138;138;138;138;138;138;138;138;138;138;138;138;142;118;797;595;588;588;118;122;130;118;1366;1366;106;258;106;130;126;126;126;126;126;126;106;106;126;126;126;126;106;118;118;118;635;118;118;106;106;118;130;118;106;106;126;118;118;118;118;1366;1366;118;118;118;118;1366;1366;118;118;118;1246;118;198;674;217;118;421;421;118;118;1366;1366;118;118;118;244;118;674;217;118;1366;1366;118;118;118;258;118;674;217;,1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;1;1;2;2;2;1;2;1;2;2;2;2;2;2;2;1;1;2;2;2;2;1;1;1;1;1;1;1;1;1;2;2;2;1;1;2;1;2;2;2;2;2;1;1;1;1;2;2;1;1;1;2;1;1;1;1;2;2;2;1;1;2;2;1;1;1;2;1;1;1;2;2;2;1;1;1;2;1;1;1;
1605589759,192.168.1.204,65349,137.110.0.70,443,17,5586,15777,25,22,1605589759012;1605589759015;1605589759015;1605589759016;1605589759016;1605589759017;1605589759018;1605589759020;1605589759021;1605589759076;1605589759077;1605589759077;1605589759078;1605589759078;1605589759081;1605589759082;1605589759084;1605589759085;1605589759140;1605589759142;1605589759142;1605589759142;1605589759142;1605589759145;1605589759146;1605589759148;1605589759148;1605589759204;1605589759205;1605589759205;1605589759206;1605589759206;1605589759209;1605589759210;1605589759212;1605589759213;1605589759268;1605589759270;1605589759270;1605589759270;1605589759270;1605589759273;1605589759274;1605589759332;1605589759332;1605589759353;1605589759353;,118;1366;1366;118;118;246;118;674;217;118;1366;1366;118;118;245;118;674;217;118;1366;1366;118;118;258;118;674;217;118;1366;1366;118;118;244;118;674;217;118;1366;1366;118;118;258;118;126;126;138;138;,2;2;2;1;1;2;1;1;1;2;2;2;1;1;2;1;1;1;2;2;2;1;1;2;1;1;1;2;2;2;1;1;2;1;1;1;2;2;2;1;1;2;1;1;1;2;2;
1605589760,192.168.1.204,65349,137.110.0.70,443,17,292,174,2,1,1605589760653;1605589760712;1605589760713;,174;174;118;,1;2;1;
1605589764,192.168.1.204,51535,137.110.0.70,443,6,89,52,1,1,1605589764184;1605589764212;,89;52;,1;2;
1605589767,192.168.1.240,5353,224.0.0.251,5353,17,140,0,1,0,1605589767898;,140;,1;
1605589767,FE80::14CF:E9FA:38E5:E9F6,5353,FF02::FB,5353,17,160,0,1,0,1605589767898;,160;,1;
1605589768,FE80::1426:49D1:A19:2407,5353,FF02::FB,5353,17,480,0,1,0,1605589768102;,480;,1;
1605589768,192.168.1.201,5353,224.0.0.251,5353,17,460,0,1,0,1605589768103;,460;,1;
1605589768,192.168.1.240,5353,224.0.0.251,5353,17,177,0,1,0,1605589768922;,177;,1;
1605589768,FE80::14CF:E9FA:38E5:E9F6,5353,FF02::FB,5353,17,197,0,1,0,1605589768922;,197;,1;
1605589769,192.168.1.204,65349,137.110.0.70,443,17,138,190,1,1,1605589769129;1605589769129;,190;138;,2;1;
